season,team,epa,pass_epa,rush_epa,air_epa,yac_epa,comp_air_epa,comp_yac_epa,qb_epa,xyac_epa,success,yards_gained,plays
2023.0,GB,0.047713656,0.16256282,-0.038570676,0.5246508,-0.28358626,0.064787604,0.19064353,0.051260732,0.78357965,0.44026402,4.4307694,1497
2023.0,HOU,-0.019651888,0.054528553,-0.14403029,0.5843296,-0.39036736,0.08251881,0.15866838,-0.0140801985,0.64012855,0.40747905,4.1811643,1530
2023.0,IND,-0.0372364,-0.007999706,-0.07200742,0.3293835,-0.20595126,0.01869161,0.191065,-0.033721883,0.7655038,0.40486112,4.0288124,1424
2023.0,JAX,-0.029459236,-0.03235177,-0.1281257,0.49450848,-0.3894917,0.051178124,0.1534017,-0.010784422,0.735705,0.42847222,4.0661507,1422
2023.0,KC,0.014037146,0.050017074,-0.0075549157,0.2600932,-0.13421021,-0.012724007,0.23462045,0.033141054,0.80773085,0.43404996,4.426384,1701
2023.0,LA,0.008602356,0.08144227,0.009750242,0.45777398,-0.2686362,0.05969589,0.18612282,0.014370366,0.7017538,0.43183345,4.437585,1475
2023.0,LAC,-0.056199495,-0.025983842,-0.15603594,0.39326584,-0.2642596,0.023578506,0.19767025,-0.044360384,0.74042994,0.40842104,3.9900215,1404
2023.0,LV,-0.07708883,-0.08195765,-0.11959095,0.33799574,-0.2883688,0.026723795,0.18572295,-0.07359405,0.7232446,0.4045977,3.8126936,1292
2023.0,MIA,0.05572948,0.13291395,0.007161064,0.42602634,-0.19130938,0.05939932,0.19740988,0.06453046,0.71536493,0.4626556,4.9726315,1425
2023.0,MIN,-0.04808997,-0.02194686,-0.073228024,0.43358335,-0.3018713,0.06019186,0.18190512,-0.035017345,0.7153865,0.41708907,4.3326006,1366
2023.0,NE,-0.18933998,-0.2581459,-0.09139721,0.2971385,-0.42593563,-0.013520353,0.17346483,-0.17563525,0.7862243,0.36706948,3.5792682,1312
2023.0,NO,-0.0449612,0.030628994,-0.07563932,0.4514718,-0.31633678,0.035538252,0.18256545,-0.0449612,0.79135346,0.40694445,4.036568,1423
2023.0,NYG,-0.15029286,-0.19346343,-0.14730456,0.2953951,-0.27940223,-0.0068354397,0.16674267,-0.14708287,0.75489134,0.37652987,3.4860907,1369
2023.0,NYJ,-0.1843321,-0.29661393,-0.17387035,0.18094322,-0.30335653,-0.036776215,0.16505556,-0.17731743,0.7609101,0.36467236,3.301083,1386
2023.0,PHI,0.043068446,0.059796765,0.023882484,0.5007691,-0.33648327,0.04977248,0.16060312,0.057301827,0.69774985,0.44451872,4.2696476,1478
2023.0,PIT,-0.07734116,-0.10259371,-0.048022565,0.35094726,-0.33609608,-0.0027431531,0.1677097,-0.06755521,0.7642697,0.40607345,3.9419355,1396
2023.0,SEA,0.01592655,0.051578052,-0.04145529,0.36237344,-0.19277336,0.030239705,0.19506595,0.01592655,0.76483387,0.44394282,4.193893,1314
2023.0,SF,0.11776708,0.25520375,0.064061224,0.50961137,-0.12875119,0.08141172,0.19639781,0.12085157,0.67174923,0.48584014,5.0794873,1562
2023.0,TB,-0.007972966,0.07237892,-0.11166444,0.5427319,-0.33252853,0.047284704,0.1959821,-5.298244e-05,0.71724737,0.4027326,4.07072,1515
2023.0,TEN,-0.031330816,-0.057134993,-0.034342423,0.5644153,-0.43419763,0.03415994,0.14928043,-0.031330816,0.74603224,0.40328604,3.7066364,1326
2023.0,WAS,-0.0844741,-0.14708415,-0.024078008,0.38425034,-0.37898493,0.029031688,0.17193608,-0.07305745,0.7424155,0.40172166,3.8712728,1376
2024.0,ARI,0.06276991,0.07583051,0.05617717,0.3448538,-0.17188951,0.01725929,0.17991275,0.07816637,0.7097835,0.5077036,4.549254,1342
2024.0,ATL,0.011400169,0.04993949,0.015037207,0.5136744,-0.34846875,0.07103623,0.16581485,0.015188859,0.67347074,0.50212467,4.506447,1396
2024.0,BAL,0.14310427,0.3212643,0.12850808,0.5766926,-0.1289207,0.08078604,0.17316788,0.14908953,0.7152949,0.5155039,5.2955437,1530
2024.0,BUF,0.14082548,0.24774097,0.12683351,0.46682954,-0.16149503,0.024125421,0.21208763,0.14082548,0.80197656,0.5046325,4.533877,1597
2024.0,CAR,-0.03923058,-0.10285685,0.019114284,0.54829234,-0.5323232,0.0511073,0.1277505,-0.031155903,0.71593547,0.46022305,3.822021,1326
2024.0,CHI,-0.05115122,-0.09787911,-0.05751082,0.47655973,-0.37277737,0.01149518,0.17298652,-0.04502868,0.77061254,0.4340155,3.4471428,1401
2024.0,CIN,0.089716256,0.14340122,-0.011206038,0.43448836,-0.12923713,0.0688475,0.21706314,0.100583024,0.733126,0.5084746,4.446352,1400
2024.0,CLE,-0.15061744,-0.24476156,-0.06678566,0.41391176,-0.51592886,0.0155619,0.16538113,-0.14717664,0.6916635,0.40599456,3.5435684,1446
2024.0,DAL,-0.045039292,-0.10664368,-0.113895595,0.3860085,-0.3804751,0.019539822,0.15894742,-0.027833274,0.7179686,0.45207343,3.851314,1449
2024.0,DEN,0.019828508,0.031125415,-0.007607144,0.36441547,-0.2569976,0.0072942525,0.18058074,0.03152653,0.77161723,0.4704656,4.0493655,1421
2024.0,DET,0.13508403,0.24706061,0.069149464,0.24373972,0.12788919,0.025871728,0.25387323,0.14314738,0.75431603,0.534,5.060852,1479
2024.0,GB,0.057849072,0.116589494,0.024640255,0.55058503,-0.35820562,0.045310915,0.17259376,0.064096116,0.75276774,0.48119777,4.6786976,1417
2024.0,HOU,-0.018098101,-0.036413196,-0.057444446,0.50251395,-0.35759592,0.05787251,0.1533644,-0.010989386,0.7059561,0.44140127,3.989704,1554
2024.0,IND,-0.03593777,-0.07273584,-0.03909891,0.6950677,-0.64590454,0.06550797,0.1398643,-0.032291837,0.69579,0.45474452,4.2209044,1350
2024.0,JAX,0.006728426,-0.014710013,-0.027937116,0.53420645,-0.44114643,0.03994444,0.15904741,0.015566036,0.7075034,0.46076924,4.063913,1284
2024.0,KC,0.04775666,0.08175986,0.0314469,0.29643127,-0.08850634,0.004020352,0.22839269,0.05004215,0.75344145,0.49937811,4.0471997,1595
2024.0,LA,0.015421223,0.06425564,-0.06589469,0.41726544,-0.22998266,0.040881243,0.18412723,0.015421223,0.71808976,0.49502322,4.252016,1490
2024.0,LAC,0.017597666,0.05130023,-0.040803656,0.49317834,-0.30606642,0.05720944,0.15435968,0.02523041,0.7603279,0.45480227,4.1538463,1394
2024.0,LV,-0.10660983,-0.09139736,-0.23710372,0.29476354,-0.22878456,0.007488687,0.20068178,-0.10660983,0.7298334,0.45200574,3.7458243,1380
2024.0,MIA,-0.014734198,0.06151859,-0.18356523,0.31446812,-0.11032783,-0.0034912033,0.22749111,-0.012081957,0.7325439,0.48031497,4.0145035,1381
2024.0,MIN,0.007887255,0.021270338,-0.054384194,0.59545064,-0.37801203,0.09126522,0.16193385,0.017198306,0.6986269,0.4820339,4.23267,1459
2024.0,NE,-0.064349614,-0.099477224,-0.061562125,0.3806893,-0.2981983,0.003292639,0.17465247,-0.060516298,0.7435227,0.46934307,3.6792593,1351
2024.0,NO,-0.050515644,-0.10067901,0.0026375647,0.3362456,-0.3146777,0.0068177213,0.1690475,-0.039986927,0.79899585,0.43938282,4.0445766,1346
2024.0,NYG,-0.08288747,-0.1470913,-0.044834726,0.3255507,-0.32432616,0.014083555,0.16409625,-0.08288747,0.74154735,0.44389203,3.6090713,1390
2024.0,NYJ,-0.0043008965,0.013457412,-0.061080806,0.3961919,-0.2704124,0.027674362,0.20987153,0.0051174043,0.7327475,0.46436608,4.025133,1316
2024.0,PHI,0.086161755,0.13299331,0.107348785,0.46984717,-0.12704855,0.050983272,0.15200889,0.086161755,0.7292714,0.47065464,4.408023,1747
2024.0,PIT,0.009333733,0.0055010007,-0.06494758,0.43819758,-0.25909957,0.03681911,0.15370879,0.01512156,0.7611602,0.4575696,3.9298005,1453
2024.0,SEA,-0.00960374,-0.015248235,-0.055402014,0.325906,-0.18801008,0.019294206,0.19371198,0.0038306564,0.69868267,0.47523332,4.1188912,1374
2024.0,SF,0.023533555,0.11386176,0.012197973,0.5853266,-0.34494236,0.095944874,0.16071397,0.027327832,0.6386116,0.48702744,4.8133936,1330
2024.0,TB,0.10280123,0.19165716,0.049601987,0.4039018,-0.0805228,0.039439052,0.21867263,0.10850512,0.7094774,0.5210027,4.8519535,1460
2024.0,TEN,-0.08962231,-0.123455115,-0.10654739,0.40608406,-0.38779724,0.038208783,0.1469093,-0.086244375,0.7341275,0.44081336,3.8045554,1362
2024.0,WAS,0.11516698,0.14023064,0.123065814,0.44472203,-0.17178933,0.058197327,0.16640249,0.12553711,0.7613575,0.5114102,4.4414735,1685
